school_name
금곡종합사회복지관
효령중학교
옥현유치원
신망애치매전문요양원
인혜원
장선종합복지공동체(실버벨노인종합복지관)
참조은실버요양원
학장종합사회복지관
상락정배산실버빌
연제구 노인복지관
연산종합사회복지관
상리종합사회복지관
오순절평화의마을 희망의집
장산노인복지관
강서노인종합복지관
베데스다원
바오로 아람터
선아의집
한마음노인건강센터
동구노인복지관
신애재활원
전포종합사회복지관
만덕종합사회복지관
정화양로원
윤금노인요양원
평화노인요양원
서구노인복지관
서구종합사회복지관
가온들찬빛
호산노인건강센터
와치종합사회복지관
파랑새노인건강센터
중구노인복지관
중구노인복지관 분관
박애원
반송종합사회복지관
아이들의집
절영종합사회복지관
대보디앤에스(주) 오창(남이)휴게소
(주)썬엘 벌곡(상)휴게소
중구종합사회복지관
하나노인요양원
사회복지시설 인덕원
봉생동구재가노인지원서비스센터
사상구장애인복지관
사단법인 안국 개금종합사회복지관
사하구장애인종합복지관
